"REG","Région","LOCATION","Pays","INC","Groupe de revenus","VAR","Variables","TIME","Année","Value","Flag Codes","Flags"
"SSA","Afrique Sub-Saharienne","SOM","Somalie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.22,,
"SSA","Afrique Sub-Saharienne","ZAF","Afrique du Sud","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.03,,
"SA","Asie du Sud","LKA","Sri Lanka","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.09,,
"SSA","Afrique Sub-Saharienne","SDN","Soudan","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.24,,
"SSA","Afrique Sub-Saharienne","SWZ","Swaziland","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.07,,
"MENA","Moyen-Orient et Afrique du Nord","SYR","République arabe syrienne","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.11,,
"ECA","Europe and Central Asia","TJK","Tadjikistan","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.13,,
"SSA","Afrique Sub-Saharienne","TZA","Tanzanie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.2,,
"EAP","Asie de l'Est et Pacifique","THA","Thaïlande","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.11,,
"EAP","Asie de l'Est et Pacifique","TLS","Timor-Leste","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.08,,
"SSA","Afrique Sub-Saharienne","TGO","Togo","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.16,,
"LAC","Amérique latine et Caraïbes","TTO","Trinité-et-Tobago","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.03,,
"MENA","Moyen-Orient et Afrique du Nord","TUN","Tunisie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.02,,
"ECA","Europe and Central Asia","TKM","Turkménistan","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.05,,
"SSA","Afrique Sub-Saharienne","UGA","Ouganda","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.23,,
"ECA","Europe and Central Asia","UKR","Ukraine","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.07,,
"MENA","Moyen-Orient et Afrique du Nord","ARE","Émirats arabes unis","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.07,,
"LAC","Amérique latine et Caraïbes","URY","Uruguay","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.11,,
"ECA","Europe and Central Asia","UZB","Ouzbékistan","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.05,,
"LAC","Amérique latine et Caraïbes","VEN","Venezuela","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.17,,
"EAP","Asie de l'Est et Pacifique","VNM","Viet Nam","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.1,,
"MENA","Moyen-Orient et Afrique du Nord","YEM","Yémen","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.17,,
"SSA","Afrique Sub-Saharienne","ZMB","Zambie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.19,,
"SSA","Afrique Sub-Saharienne","ZWE","Zimbabwe","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.26,,
"ECA","Europe and Central Asia","SRB","Serbie","AIC","Toutes les catégories de revenu","FC_2","Mariage précoce","2014","2014",0.05,,
