1a - Average number of hours spent on domestic chores and care work  by sex  age and location

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,591,Panama,2011,Female,25 to 44 years old,All areas,-,4.6575048,-,-,Percentage,Country adjusted data,-,Work for other households has been included under "unpaid care work" as it might include other family members.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,591,Panama,2011,Male,15 years old and over,All areas,-,1.7746728,-,-,Percentage,Country adjusted data,-,Work for other households has been included under "unpaid care work" as it might include other family members.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,591,Panama,2011,Male,65 years old and over,All areas,-,2.0893632,-,-,Percentage,Country adjusted data,-,Work for other households has been included under "unpaid care work" as it might include other family members.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,591,Panama,2011,Male,15 to 24 years old,All areas,-,1.2955632,-,-,Percentage,Country adjusted data,-,Work for other households has been included under "unpaid care work" as it might include other family members.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,591,Panama,2011,Male,45 to 54 years old,All areas,-,1.9338816,-,-,Percentage,Country adjusted data,-,Work for other households has been included under "unpaid care work" as it might include other family members.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,591,Panama,2011,Male,55 to 64 years old,All areas,-,2.0575512,-,-,Percentage,Country adjusted data,-,Work for other households has been included under "unpaid care work" as it might include other family members.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,591,Panama,2011,Male,25 to 44 years old,All areas,-,1.833648,-,-,Percentage,Country adjusted data,-,Work for other households has been included under "unpaid care work" as it might include other family members.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,15 years old and over,Urban,-,3.3099,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,15 years old and over,Rural,-,3.7977,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,15 years old and over,All areas,-,3.486,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,65 years old and over,Urban,-,2.1175992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,65 years old and over,Rural,-,2.3947992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,65 years old and over,All areas,-,2.2114008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,15 to 24 years old,Urban,-,2.2758,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,15 to 24 years old,Rural,-,3.1495008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,15 to 24 years old,All areas,-,2.5884,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,45 to 54 years old,Urban,-,3.6079992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,45 to 54 years old,Rural,-,3.7777992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,45 to 54 years old,All areas,-,3.6721008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,55 to 64 years old,Urban,-,3.4531008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,55 to 64 years old,Rural,-,3.5767992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,55 to 64 years old,All areas,-,3.5020008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,25 to 44 years old,Urban,-,4.2241008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,25 to 44 years old,Rural,-,4.7173992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Female,25 to 44 years old,All areas,-,4.3992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,15 years old and over,Urban,-,1.1020008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,15 years old and over,Rural,-,0.9045,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,15 years old and over,All areas,-,1.0249008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,65 years old and over,Urban,-,1.0168008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,65 years old and over,All areas,-,0.8788008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,15 to 24 years old,Urban,-,0.7503,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,15 to 24 years old,Rural,-,0.5941008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,15 to 24 years old,All areas,-,0.6894,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,45 to 54 years old,Urban,-,1.2223992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,45 to 54 years old,Rural,-,1.1161008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,45 to 54 years old,All areas,-,1.1788008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,55 to 64 years old,Urban,-,1.1887008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,55 to 64 years old,Rural,-,0.8445,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,55 to 64 years old,All areas,-,1.0396008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,25 to 44 years old,Urban,-,1.3123008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,25 to 44 years old,Rural,-,1.1449008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,600,Paraguay,2016,Male,25 to 44 years old,All areas,-,1.2505008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,15 years old and over,Urban,-,5.3658,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,15 years old and over,Rural,-,6.6100008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,15 years old and over,All areas,-,5.6545008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,65 years old and over,Urban,-,4.6357008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,65 years old and over,Rural,-,5.7232992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,65 years old and over,All areas,-,4.9611,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,15 to 24 years old,Urban,-,3.8017992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,15 to 24 years old,Rural,-,5.2312008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,15 to 24 years old,All areas,-,4.1050992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,12 years old and over,Urban,-,5.1781008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,12 years old and over,Rural,-,6.2778,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,12 years old and over,All areas,-,5.4399,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,45 to 54 years old,Urban,-,5.6214,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,45 to 54 years old,Rural,-,6.7834008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,45 to 54 years old,All areas,-,5.9029992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,55 to 64 years old,Urban,-,5.7261,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,55 to 64 years old,Rural,-,6.3139992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,55 to 64 years old,All areas,-,5.8642008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,25 to 44 years old,Urban,-,6.3919008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,25 to 44 years old,Rural,-,7.7341008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Female,25 to 44 years old,All areas,-,6.6951,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,15 years old and over,Urban,-,2.0032008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,15 years old and over,Rural,-,2.6113008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,15 years old and over,All areas,-,2.1471,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,65 years old and over,Urban,-,2.3722992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,65 years old and over,Rural,-,2.8563,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,65 years old and over,All areas,-,2.532,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,15 to 24 years old,Urban,-,1.6570008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,15 to 24 years old,Rural,-,2.1616992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,15 to 24 years old,All areas,-,1.7614992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,12 years old and over,Urban,-,1.9836,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,12 years old and over,Rural,-,2.5423992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,12 years old and over,All areas,-,2.121,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,45 to 54 years old,Urban,-,2.061,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,45 to 54 years old,Rural,-,2.7820992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,45 to 54 years old,All areas,-,2.2338,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,55 to 64 years old,Urban,-,2.2192008,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,55 to 64 years old,Rural,-,2.7178992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,55 to 64 years old,All areas,-,2.3479992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,25 to 44 years old,Urban,-,2.1124992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,25 to 44 years old,Rural,-,2.7241992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,604,Peru,2010,Male,25 to 44 years old,All areas,-,2.2543992,-,-,Percentage,Country data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2007,Female,15 years old and over,All areas,-,6.0499992,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2007,Female,14 years old and over,All areas,-,4.7167008,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2007,Male,15 years old and over,All areas,-,2.3332992,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2007,Male,14 years old and over,All areas,-,1.8333,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2013,Female,15 years old and over,Urban,-,4.76994,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2013,Female,15 years old and over,All areas,-,4.76994,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2013,Female,65 years old and over,All areas,-,2.7836784,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2013,Female,15 to 24 years old,All areas,-,2.7836784,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2013,Female,45 to 54 years old,All areas,-,5.1594456,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2013,Female,55 to 64 years old,All areas,-,5.0625432,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2013,Female,25 to 44 years old,All areas,-,6.0584304,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2013,Male,15 years old and over,Urban,-,2.0105712,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2013,Male,15 years old and over,All areas,-,2.0105712,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2013,Male,65 years old and over,All areas,-,2.28582,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2013,Male,15 to 24 years old,All areas,-,1.0887072,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2013,Male,45 to 54 years old,All areas,-,1.9761936,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2013,Male,55 to 64 years old,All areas,-,2.0975208,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Latin America and the Caribbean,858,Uruguay,2013,Male,25 to 44 years old,All areas,-,2.387436,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,31,Azerbaijan,2008,Female,15 years old and over,All areas,-,6.1000008,-,-,Percentage,Country adjusted data,-,Unpaid domestic and care work might include some time spent on community or volunteer work.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,31,Azerbaijan,2008,Male,15 years old and over,All areas,-,2.1333,-,-,Percentage,Country adjusted data,-,Unpaid domestic and care work might include some time spent on community or volunteer work.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,15 years old and over,Urban,-,4.875,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,15 years old and over,Rural,-,5.9410008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,15 years old and over,All areas,-,5.1979992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members.,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,65 years old and over,Urban,-,4.6690008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,65 years old and over,Rural,-,5.5360008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,65 years old and over,All areas,-,4.9729992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,15 to 24 years old,Urban,-,3.1480008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,15 to 24 years old,Rural,-,4.5919992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,15 to 24 years old,All areas,-,3.54,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,45 to 54 years old,Urban,-,5.7199992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,45 to 54 years old,Rural,-,5.7559992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,45 to 54 years old,All areas,-,5.7310008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,55 to 64 years old,Urban,-,4.8580008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,55 to 64 years old,Rural,-,4.2190008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,55 to 64 years old,All areas,-,4.6870008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,25 to 44 years old,Urban,-,5.6080008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,25 to 44 years old,Rural,-,7.5109992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Female,25 to 44 years old,All areas,-,6.1870008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
Average number of hours spent on domestic chores and care work  by sex  age and location,Caucasus and Central Asia,51,Armenia,2008,Male,15 years old and over,Urban,-,0.834,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. "Help to others" has been included under unpaid care work as it might include both household and family members and non-household and -family members,-,-,-,-,-,-
