1b - Average number of hours spent on unpaid domestic chores  by sex  age and location

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Average number of hours spent on unpaid domestic chores  by sex  age and location,Western Asia,792,Turkey,2015,Female,55 to 64 years old,All areas,-,4.3525992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Western Asia,792,Turkey,2015,Female,25 to 44 years old,All areas,-,4.3713,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Western Asia,792,Turkey,2015,Male,15 years old and over,All areas,-,0.7072008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Western Asia,792,Turkey,2015,Male,65 years old and over,All areas,-,1.1014992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Western Asia,792,Turkey,2015,Male,15 to 24 years old,All areas,-,0.5029008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Western Asia,792,Turkey,2015,Male,45 to 54 years old,All areas,-,0.8287008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Western Asia,792,Turkey,2015,Male,55 to 64 years old,All areas,-,1.035,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Western Asia,792,Turkey,2015,Male,25 to 44 years old,All areas,-,0.5856,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use. Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2003,Female,10 years old and over,All areas,-,1.3999992,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2003,Male,10 years old and over,All areas,-,0.3,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2008,Female,10 years old and over,All areas,-,1.6000008,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2008,Male,10 years old and over,All areas,-,0.1999992,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2013,Female,10 years old and over,All areas,-,1.6999992,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2013,Male,10 years old and over,All areas,-,0.4000008,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,15 years old and over,Urban,-,1.2976992,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,15 years old and over,Rural,-,1.3210008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,15 years old and over,All areas,-,1.3134,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,65 years old and over,Urban,-,1.0285008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,65 years old and over,Rural,-,1.0779,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,65 years old and over,All areas,-,1.0609008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,15 to 24 years old,Urban,-,1.2244008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,15 to 24 years old,Rural,-,1.356,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,15 to 24 years old,All areas,-,1.3180008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,45 to 54 years old,Urban,-,1.3210008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,45 to 54 years old,Rural,-,1.2957,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,45 to 54 years old,All areas,-,1.305,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,55 to 64 years old,Urban,-,1.1911992,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,55 to 64 years old,Rural,-,1.1736,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,55 to 64 years old,All areas,-,1.1794008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,25 to 44 years old,Urban,-,1.3705992,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,25 to 44 years old,Rural,-,1.3587,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Female,25 to 44 years old,All areas,-,1.3627008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,15 years old and over,Urban,-,0.9466008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,15 years old and over,Rural,-,1.0299,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,15 years old and over,All areas,-,1.0030008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,65 years old and over,Urban,-,0.915,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,65 years old and over,Rural,-,1.0023,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,65 years old and over,All areas,-,0.9736992,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,15 to 24 years old,Urban,-,0.9214992,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,15 to 24 years old,Rural,-,1.0036008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,15 to 24 years old,All areas,-,0.9801,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,45 to 54 years old,Urban,-,0.9429,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,45 to 54 years old,Rural,-,1.0266,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,45 to 54 years old,All areas,-,0.9952008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,55 to 64 years old,Urban,-,0.8704008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,55 to 64 years old,Rural,-,0.9646008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,55 to 64 years old,All areas,-,0.9298008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,25 to 44 years old,Urban,-,0.9838992,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,25 to 44 years old,Rural,-,1.0629,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,418,Lao People's Democratic Republic,2017,Male,25 to 44 years old,All areas,-,1.0378008,-,-,Percentage,Country data,-,Question OPW12 was considered in calculation,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,458,Malaysia,2003,Female,15 to 64 years old,All areas,-,3.6333,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,458,Malaysia,2003,Male,15 to 64 years old,All areas,-,1.0666992,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,764,Thailand,2009,Female,10 years old and over,All areas,-,2.2999992,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,764,Thailand,2009,Male,10 years old and over,All areas,-,0.5833008,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,764,Thailand,2015,Female,6 years old and over,All areas,-,2.16,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,South-eastern Asia,764,Thailand,2015,Male,6 years old and over,All areas,-,0.6400008,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2008,Female,15 years old and over,All areas,-,3.1833,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2008,Male,15 years old and over,All areas,-,1.1500008,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Female,15 years old and over,Urban,-,2.3500008,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Female,15 years old and over,Rural,-,2.6332992,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Female,15 years old and over,All areas,-,2.4499992,-,-,Percentage,Country adjusted data,-,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Female,15 to 24 years old,All areas,-,0.7167,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Female,45 to 54 years old,All areas,-,2.8333008,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Female,55 to 64 years old,All areas,-,3.5167008,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Female,35 to 44 years old,All areas,-,2.2333008,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Female,25 to 34 years old,All areas,-,1.5832992,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Female,75 to 84 years old,All areas,-,2.4499992,-,-,Percentage,Country adjusted data,-,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Female,65 to 74 years old,All areas,-,3.5500008,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Female,85 years old and over ,All areas,-,0.9499992,-,-,Percentage,Country adjusted data,-,-,-,Travel related to unpaid domestic work is not included.,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Male,15 years old and over,Urban,-,0.9499992,-,-,Percentage,Country adjusted data,-,-,-,Travel related to unpaid domestic work is not included.,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Male,15 years old and over,Rural,-,0.9499992,-,-,Percentage,Country adjusted data,-,-,-,Travel related to unpaid domestic work is not included.,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Male,15 years old and over,All areas,-,0.9166992,-,-,Percentage,Country adjusted data,-,Travel related to unpaid domestic work is not included.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Male,15 to 24 years old,All areas,-,0.3166992,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Male,45 to 54 years old,All areas,-,0.9333,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Male,55 to 64 years old,All areas,-,1.3666992,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Male,35 to 44 years old,All areas,-,0.7666992,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Male,25 to 34 years old,All areas,-,0.5167008,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Male,75 to 84 years old,All areas,-,1.7167008,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Male,65 to 74 years old,All areas,-,1.7667,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,156,China,2018,Male,85 years old and over ,All areas,-,0.9499992,-,-,Percentage,Country adjusted data,-,-,-,Travel related to unpaid domestic work is not included.,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,344,China  Hong Kong Special Administrative Region,2002,Female,15 years old and over,All areas,-,2.8000008,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,344,China  Hong Kong Special Administrative Region,2002,Male,15 years old and over,All areas,-,0.9,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,344,China  Hong Kong Special Administrative Region,2013,Female,15 years old and over,All areas,-,2.1,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,344,China  Hong Kong Special Administrative Region,2013,Male,15 years old and over,All areas,-,0.6,-,-,Percentage,Country adjusted data,-,-,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2009,Female,10 years old and over,All areas,-,2.6830008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2009,Male,10 years old and over,All areas,-,0.5329992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2004,Female,10 years old and over,All areas,-,2.7169992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2004,Male,10 years old and over,All areas,-,0.45,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,15 years old and over,Urban,-,2.7499992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,15 years old and over,Rural,-,3.0829992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,15 years old and over,All areas,-,2.7829992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,65 years old and over,Urban,-,3.267,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,65 years old and over,Rural,-,3.2830008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,65 years old and over,All areas,-,3.267,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,10 years old and over,Urban,-,2.5999992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,10 years old and over,Rural,-,2.9500008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,10 years old and over,All areas,-,2.667,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,15 to 24 years old,Urban,-,0.7669992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,15 to 24 years old,Rural,-,0.8500008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,15 to 24 years old,All areas,-,0.7669992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,45 to 54 years old,Urban,-,3.2329992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,45 to 54 years old,Rural,-,3.267,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,45 to 54 years old,All areas,-,3.2500008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,55 to 64 years old,Urban,-,3.6,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,55 to 64 years old,Rural,-,3.6499992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,55 to 64 years old,All areas,-,3.6,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,25 to 44 years old,Urban,-,2.85,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,25 to 44 years old,Rural,-,3.2839992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Female,25 to 44 years old,All areas,-,2.883,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Male,15 years old and over,Urban,-,0.6160008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Male,15 years old and over,Rural,-,0.783,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Male,15 years old and over,All areas,-,0.633,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Male,65 years old and over,Urban,-,1.1170008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Male,65 years old and over,Rural,-,1.2499992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Male,65 years old and over,All areas,-,1.1500008,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Male,10 years old and over,Urban,-,0.5839992,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
Average number of hours spent on unpaid domestic chores  by sex  age and location,Eastern Asia,410,Republic of Korea,2014,Male,10 years old and over,Rural,-,0.75,-,-,Percentage,Country data,-,Unpaid domestic work might include small amount of time spent on production of goods for own final use.,-,-,-,-,-,-
