13 - Gender gap in wages  by occupation  age and persons with disabilities

Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2007,Female,-,-,All occupations (isco-08),57.3,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2007,Male,-,-,All occupations (isco-08),64.4,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2007,Both sexes,-,-,All occupations (isco-08),61.4,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2009,Female,-,-,All occupations (isco-08),73.3,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2009,Male,-,-,All occupations (isco-08),86.7,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2009,Both sexes,-,-,All occupations (isco-08),80.8,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2010,Female,-,-,All occupations (isco-08),79.4,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2010,Male,-,-,All occupations (isco-08),91.2,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2010,Both sexes,-,-,All occupations (isco-08),86,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2001,Female,-,-,All occupations (isco-08),37.4,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),Geographical coverage: Urban areas only,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2001,Male,-,-,All occupations (isco-08),41.6,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),Geographical coverage: Urban areas only,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2001,Both sexes,-,-,All occupations (isco-08),39.8,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),Geographical coverage: Urban areas only,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2004,Female,-,-,All occupations (isco-08),40.9,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),Geographical coverage: Urban areas only,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2004,Male,-,-,All occupations (isco-08),45.1,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),Geographical coverage: Urban areas only,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2004,Both sexes,-,-,All occupations (isco-08),43.3,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),Geographical coverage: Urban areas only,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2006,Female,-,-,All occupations (isco-08),52,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2006,Male,-,-,All occupations (isco-08),58.9,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2006,Both sexes,-,-,All occupations (isco-08),56,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2011,Female,-,-,All occupations (isco-08),91.9,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2011,Male,-,-,All occupations (isco-08),101.2,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2011,Both sexes,-,-,All occupations (isco-08),97.1,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2002,Female,-,-,All occupations (isco-08),36.3,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),Geographical coverage: Urban areas only,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2002,Male,-,-,All occupations (isco-08),39.2,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),Geographical coverage: Urban areas only,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2002,Both sexes,-,-,All occupations (isco-08),38,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),Geographical coverage: Urban areas only,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2012,Female,-,-,All occupations (isco-08),100,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2012,Male,-,-,All occupations (isco-08),109.4,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2012,Both sexes,-,-,All occupations (isco-08),105.2,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2013,Female,-,-,All occupations (isco-08),110.6,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2013,Male,-,-,All occupations (isco-08),122.9,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2013,Both sexes,-,-,All occupations (isco-08),117.5,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2014,Female,-,-,All occupations (isco-08),126.2,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2014,Male,-,-,All occupations (isco-08),138.1,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,858,Uruguay,2014,Both sexes,-,-,All occupations (isco-08),132.9,-,-,Current local currency,Country data,-,Local currency: URY - Uruguayan peso(UYU),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2003,Female,-,-,All occupations (isco-08),1967,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2003,Male,-,-,All occupations (isco-08),1973,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2003,Both sexes,-,-,All occupations (isco-08),1971,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2000,Female,-,-,All occupations (isco-08),1354,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2000,Male,-,-,All occupations (isco-08),1305,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2000,Both sexes,-,-,All occupations (isco-08),1322,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2005,Female,-,-,All occupations (isco-08),3091,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2005,Male,-,-,All occupations (isco-08),3257,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2005,Both sexes,-,-,All occupations (isco-08),3194,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2001,Female,-,-,All occupations (isco-08),1552,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2001,Male,-,-,All occupations (isco-08),1590,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2001,Both sexes,-,-,All occupations (isco-08),1576,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2004,Female,-,-,All occupations (isco-08),2440,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2004,Male,-,-,All occupations (isco-08),2459,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2004,Both sexes,-,-,All occupations (isco-08),2452,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2006,Female,-,-,All occupations (isco-08),4132,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2006,Male,-,-,All occupations (isco-08),4416,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2006,Both sexes,-,-,All occupations (isco-08),4310,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2002,Female,-,-,All occupations (isco-08),1752,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2002,Male,-,-,All occupations (isco-08),1786,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Latin America and the Caribbean,862,Venezuela (Bolivarian Republic of),2002,Both sexes,-,-,All occupations (isco-08),1773,-,-,Current local currency,Country data,-,Local currency: VEN - Bolivar(VEB),Repository: SEDLAC (CEDLAS and The World Bank),-,-,-,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Female,-,-,All occupations (isco-08),11.3,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Female,-,-,Managers (isco-08),32.1,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Female,-,-,Professionals (isco-08),20.9,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Female,-,-,Technicians and associate professionals (isco-08),12.7,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Female,-,-,Clerical support workers (isco-08),10.2,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Female,-,-,Service and sales workers (isco-08),7.3,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Female,-,-,Craft and related trades workers (isco-08),7,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Female,-,-,Plant and machine operators  and assemblers (isco-08),6.5,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Female,-,-,Elementary occupations (isco-08),6.5,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Male,-,-,All occupations (isco-08),11.1,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Male,-,-,Managers (isco-08),34.5,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Male,-,-,Professionals (isco-08),26,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Male,-,-,Technicians and associate professionals (isco-08),13.9,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Male,-,-,Clerical support workers (isco-08),10.6,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Male,-,-,Service and sales workers (isco-08),7.8,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Male,-,-,Craft and related trades workers (isco-08),8.6,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Male,-,-,Plant and machine operators  and assemblers (isco-08),8.3,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Male,-,-,Elementary occupations (isco-08),7.2,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Both sexes,-,-,All occupations (isco-08),11.2,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Both sexes,-,-,Managers (isco-08),33.9,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Both sexes,-,-,Professionals (isco-08),23.7,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Both sexes,-,-,Technicians and associate professionals (isco-08),13.5,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Both sexes,-,-,Clerical support workers (isco-08),10.4,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Both sexes,-,-,Service and sales workers (isco-08),7.6,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Both sexes,-,-,Skilled agricultural  forestry and fishery workers (isco-08),7.1,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Both sexes,-,-,Craft and related trades workers (isco-08),8.4,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Both sexes,-,-,Plant and machine operators  and assemblers (isco-08),8,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,Western Asia,792,Turkey,2014,Both sexes,-,-,Elementary occupations (isco-08),7,-,-,Current local currency,Country data,-,Local currency: TUR - Turkish lira(TRY),Repository: Eurostat,Data reference period: October,Economic activity coverage: Excluding agriculture  public administration  and activities of households as employers and of extraterritorial organisations and bodies,Establishment size coverage: All establishments with at least 10 employees,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Female,-,-,All occupations (isco-08),9.6,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Female,-,-,Managers (isco-08),21,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
Gender gap in wages  by occupation  age and persons with disabilities,South-eastern Asia,96,Brunei Darussalam,2014,Female,-,-,Professionals (isco-08),19.6,-,-,Current local currency,Country data,-,Local currency: BRN - Brunei dollar(BND),Working time arrangement coverage: Full-time and part time workers,Data reference period: October,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population,-,-
