5 - Proportion of employed who are contributing family workers  by sex

Indicator Name,Region,Country Code,Country,Year,Sex,Value,LowerBound,UpperBound,NatureData,OriginData,Footnote1,Footnote2,Footnote3,Footnote4,Footnote5,Footnote6,Coverage
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,1998,Female,10.65,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: March | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,1998,Male,11.86,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: March | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,1998,Both sexes,11.44,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: March | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2001,Female,11.35,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2001,Male,12.84,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2001,Both sexes,12.35,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2004,Female,9.13,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2004,Male,13.71,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2004,Both sexes,12.2,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2006,Female,7.78,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2006,Male,9.39,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2006,Both sexes,8.82,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,1995,Female,6.46,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September | Geographical coverage: Total national  excluding some areas
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,1995,Male,10.18,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September | Geographical coverage: Total national  excluding some areas
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,1995,Both sexes,9.05,-,-,Country data,National,0,0,0,0,0,-,Data reference period: September | Geographical coverage: Total national  excluding some areas
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2011,Female,10.84,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2011,Male,10.93,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2011,Both sexes,10.9,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,1997,Female,10.84,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: September | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,1997,Male,12.43,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: September | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,1997,Both sexes,11.88,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: September | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2002,Female,11.02,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2002,Male,13,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2002,Both sexes,12.33,-,-,Country data,National,Age coverage - minimum age: 10 years old,0,0,0,0,-,Data reference period: Annual or annual average | Population coverage: Excluding armed forces and/or conscripts
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2012,Female,9.43,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2012,Male,10.97,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2012,Both sexes,10.43,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2013,Female,10.41,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2013,Male,8.59,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2013,Both sexes,9.26,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2014,Female,10.14,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2014,Male,7.14,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2014,Both sexes,8.29,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2015,Female,11.26,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2015,Male,8.6,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2015,Both sexes,9.63,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2016,Female,10.49,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2016,Male,7.41,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,340,Honduras,2016,Both sexes,8.61,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1999,Female,3.01,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1999,Male,1.58,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1999,Both sexes,2.17,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2003,Female,2.22,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2003,Male,0.68,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2003,Both sexes,1.33,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2008,Female,2.12,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2008,Male,0.41,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2008,Both sexes,1.16,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2000,Female,3.03,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2000,Male,1.3,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2000,Both sexes,2.01,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2005,Female,2.49,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2005,Male,0.38,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2005,Both sexes,1.27,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2007,Female,2.16,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2007,Male,0.52,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2007,Both sexes,1.22,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1996,Female,3.59,-,-,Country data,National,0,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1996,Male,1.61,-,-,Country data,National,0,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1996,Both sexes,2.45,-,-,Country data,National,0,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1998,Female,3.44,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1998,Male,1.28,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1998,Both sexes,2.19,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2001,Female,3.45,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2001,Male,1.15,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2001,Both sexes,2.09,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2004,Female,2.38,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2004,Male,0.5,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2004,Both sexes,1.29,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2006,Female,2.17,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2006,Male,0.49,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2006,Both sexes,1.2,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1995,Female,3.93,-,-,Country data,National,0,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1995,Male,2.01,-,-,Country data,National,0,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1995,Both sexes,2.82,-,-,Country data,National,0,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2011,Female,1.46,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2011,Male,0.64,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2011,Both sexes,0.99,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1997,Female,3.18,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1997,Male,1.31,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,1997,Both sexes,2.09,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2002,Female,2.51,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2002,Male,0.65,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2002,Both sexes,1.43,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2012,Female,1.47,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2012,Male,0.64,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,388,Jamaica,2012,Both sexes,1,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Annual or annual average
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1999,Female,14.39,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1999,Male,7.37,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1999,Both sexes,9.72,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2003,Female,11.42,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2003,Male,6,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2003,Both sexes,7.87,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2008,Female,9.94,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2008,Male,4.5,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2008,Both sexes,6.53,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2000,Female,12.57,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2000,Male,6.13,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2000,Both sexes,8.34,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2005,Female,10.78,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2005,Male,5.08,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2005,Both sexes,7.17,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2007,Female,10.29,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2007,Male,4.52,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2007,Both sexes,6.68,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,Break in series: Methodology revised,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2009,Female,9.47,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2009,Male,4.65,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2009,Both sexes,6.47,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2010,Female,9.35,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2010,Male,4.79,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2010,Both sexes,6.5,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1996,Female,16.1,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1996,Male,9.1,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1996,Both sexes,11.38,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1998,Female,15.01,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1998,Male,7.89,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1998,Both sexes,10.28,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2001,Female,11.95,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2001,Male,6,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2001,Both sexes,8.03,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2004,Female,11.67,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2004,Male,5.72,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2004,Both sexes,7.84,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2006,Female,10.33,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2006,Male,4.6,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2006,Both sexes,6.73,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1995,Female,17,-,-,Country data,National,Age coverage - minimum age: 14 years old,Break in series: Methodology revised,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1995,Male,9.24,-,-,Country data,National,Age coverage - minimum age: 14 years old,Break in series: Methodology revised,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1995,Both sexes,11.74,-,-,Country data,National,Age coverage - minimum age: 14 years old,Break in series: Methodology revised,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2011,Female,9.23,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2011,Male,4.33,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2011,Both sexes,6.17,-,-,Country data,National,Repository: ILO-STATISTICS - Micro data processing,0,0,0,0,-,0
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1997,Female,18.02,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1997,Male,8.89,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,1997,Both sexes,11.95,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
Proportion of employed who are contributing family workers  by sex,Latin America and the Caribbean,484,Mexico,2002,Female,12.45,-,-,Country data,National,Age coverage - minimum age: 14 years old,0,0,0,0,-,Data reference period: Second quarter
